states,year,quarter,trans_type,trans_counts,amount,brand,user_counts,percentage,level
andhra-pradesh,2018,3,Financial Services,380324,60790077.57437308,Huawei,134429.0,0.024767591375736,state_aggregated
andhra-pradesh,2018,3,Financial Services,380324,60790077.57437308,Lenovo,122489.0,0.022567730921323,state_aggregated
andhra-pradesh,2018,3,Financial Services,380324,60790077.57437308,Others,462313.0,0.08517789667178,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Xiaomi,1385112.0,0.255197078202091,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Samsung,1103186.0,0.203254208983426,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Vivo,761793.0,0.140354966092854,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Oppo,518120.0,0.095459941259672,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Realme,379712.0,0.069959247308717,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Motorola,203756.0,0.037540600230266,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,OnePlus,181364.0,0.033415032785106,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Apple,175343.0,0.032305706169024,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Huawei,134429.0,0.024767591375736,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Lenovo,122489.0,0.022567730921323,state_aggregated
andhra-pradesh,2018,3,Others,348725,284248675.5700202,Others,462313.0,0.08517789667178,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Xiaomi,1753802.0,0.255752865258583,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Samsung,1388061.0,0.202417706162779,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Vivo,1011185.0,0.147458755923702,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Oppo,675093.0,0.098447241516438,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Realme,476746.0,0.069522759981211,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Motorola,250601.0,0.036544560780901,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,OnePlus,210161.0,0.030647289668736,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Apple,209737.0,0.030585458735216,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Huawei,176237.0,0.025700231676424,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Lenovo,149583.0,0.021813340869707,state_aggregated
andhra-pradesh,2018,4,Peer-to-peer payments,17580086,47011639726.136086,Others,556203.0,0.081109789426297,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Xiaomi,1753802.0,0.255752865258583,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Samsung,1388061.0,0.202417706162779,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Vivo,1011185.0,0.147458755923702,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Oppo,675093.0,0.098447241516438,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Realme,476746.0,0.069522759981211,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Motorola,250601.0,0.036544560780901,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,OnePlus,210161.0,0.030647289668736,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Apple,209737.0,0.030585458735216,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Huawei,176237.0,0.025700231676424,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Lenovo,149583.0,0.021813340869707,state_aggregated
andhra-pradesh,2018,4,Recharge & bill payments,9767083,2418164314.470957,Others,556203.0,0.081109789426297,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Xiaomi,1753802.0,0.255752865258583,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Samsung,1388061.0,0.202417706162779,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Vivo,1011185.0,0.147458755923702,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Oppo,675093.0,0.098447241516438,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Realme,476746.0,0.069522759981211,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Motorola,250601.0,0.036544560780901,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,OnePlus,210161.0,0.030647289668736,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Apple,209737.0,0.030585458735216,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Huawei,176237.0,0.025700231676424,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Lenovo,149583.0,0.021813340869707,state_aggregated
andhra-pradesh,2018,4,Merchant payments,2622131,1671585888.568256,Others,556203.0,0.081109789426297,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Xiaomi,1753802.0,0.255752865258583,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Samsung,1388061.0,0.202417706162779,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Vivo,1011185.0,0.147458755923702,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Oppo,675093.0,0.098447241516438,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Realme,476746.0,0.069522759981211,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Motorola,250601.0,0.036544560780901,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,OnePlus,210161.0,0.030647289668736,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Apple,209737.0,0.030585458735216,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Huawei,176237.0,0.025700231676424,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Lenovo,149583.0,0.021813340869707,state_aggregated
andhra-pradesh,2018,4,Financial Services,400837,57178116.40322068,Others,556203.0,0.081109789426297,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Xiaomi,1753802.0,0.255752865258583,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Samsung,1388061.0,0.202417706162779,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Vivo,1011185.0,0.147458755923702,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Oppo,675093.0,0.098447241516438,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Realme,476746.0,0.069522759981211,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Motorola,250601.0,0.036544560780901,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,OnePlus,210161.0,0.030647289668736,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Apple,209737.0,0.030585458735216,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Huawei,176237.0,0.025700231676424,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Lenovo,149583.0,0.021813340869707,state_aggregated
andhra-pradesh,2018,4,Others,389411,315211361.2624941,Others,556203.0,0.081109789426297,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Xiaomi,2110547.0,0.254804075663716,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Samsung,1688342.0,0.203831718845507,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Vivo,1262871.0,0.152465061350215,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Oppo,835541.0,0.100873968778774,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Realme,564832.0,0.068191561555032,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Motorola,291830.0,0.035232322900623,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Apple,241108.0,0.029108710242002,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,OnePlus,237269.0,0.028645231889483,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Huawei,220082.0,0.02657026381323,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Lenovo,171471.0,0.020701509920477,state_aggregated
andhra-pradesh,2019,1,Peer-to-peer payments,37420988,77524329742.2595,Others,659126.0,0.079575575040936,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Xiaomi,2110547.0,0.254804075663716,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Samsung,1688342.0,0.203831718845507,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Vivo,1262871.0,0.152465061350215,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Oppo,835541.0,0.100873968778774,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Realme,564832.0,0.068191561555032,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Motorola,291830.0,0.035232322900623,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Apple,241108.0,0.029108710242002,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,OnePlus,237269.0,0.028645231889483,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Huawei,220082.0,0.02657026381323,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Lenovo,171471.0,0.020701509920477,state_aggregated
andhra-pradesh,2019,1,Recharge & bill payments,14022264,3480641602.3771367,Others,659126.0,0.079575575040936,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Xiaomi,2110547.0,0.254804075663716,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Samsung,1688342.0,0.203831718845507,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Vivo,1262871.0,0.152465061350215,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Oppo,835541.0,0.100873968778774,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Realme,564832.0,0.068191561555032,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Motorola,291830.0,0.035232322900623,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Apple,241108.0,0.029108710242002,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,OnePlus,237269.0,0.028645231889483,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Huawei,220082.0,0.02657026381323,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Lenovo,171471.0,0.020701509920477,state_aggregated
andhra-pradesh,2019,1,Merchant payments,5043682,2423536770.370634,Others,659126.0,0.079575575040936,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Xiaomi,2110547.0,0.254804075663716,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Samsung,1688342.0,0.203831718845507,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Vivo,1262871.0,0.152465061350215,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Oppo,835541.0,0.100873968778774,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Realme,564832.0,0.068191561555032,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Motorola,291830.0,0.035232322900623,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Apple,241108.0,0.029108710242002,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,OnePlus,237269.0,0.028645231889483,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Huawei,220082.0,0.02657026381323,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Lenovo,171471.0,0.020701509920477,state_aggregated
andhra-pradesh,2019,1,Financial Services,416325,47150177.52982048,Others,659126.0,0.079575575040936,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Xiaomi,2110547.0,0.254804075663716,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Samsung,1688342.0,0.203831718845507,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Vivo,1262871.0,0.152465061350215,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Oppo,835541.0,0.100873968778774,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Realme,564832.0,0.068191561555032,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Motorola,291830.0,0.035232322900623,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Apple,241108.0,0.029108710242002,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,OnePlus,237269.0,0.028645231889483,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Huawei,220082.0,0.02657026381323,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Lenovo,171471.0,0.020701509920477,state_aggregated
andhra-pradesh,2019,1,Others,361263,284937624.53930193,Others,659126.0,0.079575575040936,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Xiaomi,2389374.0,0.254486445472431,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Samsung,1914378.0,0.203895770402885,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Vivo,1466695.0,0.156214136900371,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Oppo,963352.0,0.102604291424765,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Realme,641519.0,0.068326637024186,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Motorola,324778.0,0.034591319227398,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Apple,264860.0,0.028209597973288,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,OnePlus,254273.0,0.027082002210458,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Huawei,250859.0,0.026718385328026,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Lenovo,189151.0,0.020146015503456,state_aggregated
andhra-pradesh,2019,2,Peer-to-peer payments,32494402,103924649232.4702,Others,729764.0,0.07772539853273,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Xiaomi,2389374.0,0.254486445472431,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Samsung,1914378.0,0.203895770402885,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Vivo,1466695.0,0.156214136900371,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Oppo,963352.0,0.102604291424765,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Realme,641519.0,0.068326637024186,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Motorola,324778.0,0.034591319227398,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Apple,264860.0,0.028209597973288,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,OnePlus,254273.0,0.027082002210458,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Huawei,250859.0,0.026718385328026,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Lenovo,189151.0,0.020146015503456,state_aggregated
andhra-pradesh,2019,2,Recharge & bill payments,14093964,4708345387.910109,Others,729764.0,0.07772539853273,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Xiaomi,2389374.0,0.254486445472431,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Samsung,1914378.0,0.203895770402885,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Vivo,1466695.0,0.156214136900371,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Oppo,963352.0,0.102604291424765,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Realme,641519.0,0.068326637024186,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Motorola,324778.0,0.034591319227398,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Apple,264860.0,0.028209597973288,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,OnePlus,254273.0,0.027082002210458,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Huawei,250859.0,0.026718385328026,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Lenovo,189151.0,0.020146015503456,state_aggregated
andhra-pradesh,2019,2,Merchant payments,9226537,4613405202.681959,Others,729764.0,0.07772539853273,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Xiaomi,2389374.0,0.254486445472431,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Samsung,1914378.0,0.203895770402885,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Vivo,1466695.0,0.156214136900371,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Oppo,963352.0,0.102604291424765,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Realme,641519.0,0.068326637024186,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Motorola,324778.0,0.034591319227398,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Apple,264860.0,0.028209597973288,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,OnePlus,254273.0,0.027082002210458,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Huawei,250859.0,0.026718385328026,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Lenovo,189151.0,0.020146015503456,state_aggregated
andhra-pradesh,2019,2,Financial Services,145310,26626696.77104253,Others,729764.0,0.07772539853273,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Xiaomi,2389374.0,0.254486445472431,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Samsung,1914378.0,0.203895770402885,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Vivo,1466695.0,0.156214136900371,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Oppo,963352.0,0.102604291424765,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Realme,641519.0,0.068326637024186,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Motorola,324778.0,0.034591319227398,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Apple,264860.0,0.028209597973288,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,OnePlus,254273.0,0.027082002210458,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Huawei,250859.0,0.026718385328026,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Lenovo,189151.0,0.020146015503456,state_aggregated
andhra-pradesh,2019,2,Others,448802,361492238.3966455,Others,729764.0,0.07772539853273,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Xiaomi,2656468.0,0.25399617332682,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Samsung,2123659.0,0.203052044839637,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Vivo,1674109.0,0.160068662499224,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Oppo,1087660.0,0.103995786089141,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Realme,727964.0,0.069603725819277,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Motorola,348910.0,0.033360765059266,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Apple,286412.0,0.0273850661837,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Huawei,282587.0,0.027019341709332,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,OnePlus,271100.0,0.025921020915328,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Lenovo,194180.0,0.018566373446471,state_aggregated
andhra-pradesh,2019,3,Peer-to-peer payments,39023491,124338645329.5153,Others,805644.0,0.077031040111799,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Xiaomi,2656468.0,0.25399617332682,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Samsung,2123659.0,0.203052044839637,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Vivo,1674109.0,0.160068662499224,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Oppo,1087660.0,0.103995786089141,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Realme,727964.0,0.069603725819277,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Motorola,348910.0,0.033360765059266,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Apple,286412.0,0.0273850661837,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Huawei,282587.0,0.027019341709332,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,OnePlus,271100.0,0.025921020915328,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Lenovo,194180.0,0.018566373446471,state_aggregated
andhra-pradesh,2019,3,Recharge & bill payments,20147629,6893984676.5989065,Others,805644.0,0.077031040111799,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Xiaomi,2656468.0,0.25399617332682,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Samsung,2123659.0,0.203052044839637,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Vivo,1674109.0,0.160068662499224,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Oppo,1087660.0,0.103995786089141,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Realme,727964.0,0.069603725819277,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Motorola,348910.0,0.033360765059266,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Apple,286412.0,0.0273850661837,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Huawei,282587.0,0.027019341709332,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,OnePlus,271100.0,0.025921020915328,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Lenovo,194180.0,0.018566373446471,state_aggregated
andhra-pradesh,2019,3,Merchant payments,16581787,7887394038.066369,Others,805644.0,0.077031040111799,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Xiaomi,2656468.0,0.25399617332682,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Samsung,2123659.0,0.203052044839637,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Vivo,1674109.0,0.160068662499224,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Oppo,1087660.0,0.103995786089141,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Realme,727964.0,0.069603725819277,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Motorola,348910.0,0.033360765059266,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Apple,286412.0,0.0273850661837,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Huawei,282587.0,0.027019341709332,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,OnePlus,271100.0,0.025921020915328,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Lenovo,194180.0,0.018566373446471,state_aggregated
andhra-pradesh,2019,3,Financial Services,122270,29778183.02708044,Others,805644.0,0.077031040111799,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Xiaomi,2656468.0,0.25399617332682,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Samsung,2123659.0,0.203052044839637,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Vivo,1674109.0,0.160068662499224,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Oppo,1087660.0,0.103995786089141,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Realme,727964.0,0.069603725819277,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Motorola,348910.0,0.033360765059266,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Apple,286412.0,0.0273850661837,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Huawei,282587.0,0.027019341709332,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,OnePlus,271100.0,0.025921020915328,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Lenovo,194180.0,0.018566373446471,state_aggregated
andhra-pradesh,2019,3,Others,413437,298142027.5862577,Others,805644.0,0.077031040111799,state_aggregated
andhra-pradesh,2019,4,Peer-to-peer payments,57181511,178893550050.6875,Xiaomi,2985953.0,0.253953283937252,state_aggregated
andhra-pradesh,2019,4,Peer-to-peer payments,57181511,178893550050.6875,Samsung,2379139.0,0.202344163485892,state_aggregated
andhra-pradesh,2019,4,Peer-to-peer payments,57181511,178893550050.6875,Vivo,1922141.0,0.163476792548454,state_aggregated
andhra-pradesh,2019,4,Peer-to-peer payments,57181511,178893550050.6875,Oppo,1241235.0,0.10556619758846,state_aggregated
andhra-pradesh,2019,4,Peer-to-peer payments,57181511,178893550050.6875,Realme,844668.0,0.071838442345446,state_aggregated
